Full Stack Developer (US Shifts) - Monthly Contract - Only Freelancers No Agencies,Fixed-price,N/A,"AJAX
Microsoft SQL Server
jQuery
MySQL
API Integration
AngularJS
.NET Framework
ASP.NET
Web Application
C#
ASP.NET MVC",N/A
Advanced Web Scraping and AI Model Developer,Hourly: $25-$90,N/A,"Web Scraping
Python
Machine Learning
JavaScript
Data Science
API
Automation
Amazon Web Services
HubSpot
Zapier",N/A
Joomla 4 Template Developer for Adding and Maintaining Demos,Hourly: $20-$40,N/A,"CSS
HTML
PHP
JavaScript
Joomla
Web Development
Web Design
Website Customization",N/A
Solar Panel Sales Superstars Wanted! (Remote),Hourly: $25-$35,N/A,"Lead Generation
Cold Calling
Sales
Telemarketing",N/A
Facebook Ads Specialist,Fixed-price,N/A,"Facebook Ads Manager
Facebook Advertising
Retargeting
Social Media Marketing
Data Analysis
Copywriting",N/A
Advertising Art Director,Hourly: $5-$50,N/A,"Canva
Art Direction
Content Creation
Digital Design
Adobe Creative Suite
Graphic Design",N/A
Digital Marketing Expert for Franchise Consulting Leads,Hourly: $15-$40,N/A,"Appointment Setting
Lead Generation Strategy
Lead Generation
Marketing Strategy
Email Marketing
Internet Marketing
Facebook
Social Media Marketing",N/A
"Freelance Website Developer-AI, and AR/VR Integration",Fixed-price,N/A,"AR Application
Augmented Reality
Virtual Reality
VR Application",N/A
Web design and Facebook/Google ads expert,Hourly: $8-$10,N/A,"Web Design
Facebook
Social Media Marketing
Google Ads
Pay Per Click Advertising
Google Analytics
Graphic Design
Internet Marketing",N/A
Social Media Data Analyst,Hourly: $10-$20,N/A,"Marketing Analytics
Data Analysis
Dashboard
Business Intelligence
Social Media Marketing
Microsoft Excel",N/A
3D Desiger - Product Rendering and Animation,Hourly: $15,N/A,"3D Rendering
3D Animation
3D Design
3D Product Rendering
Industrial Design
3D Modeling
Photorealistic Rendering",N/A
Philippines-based Inside Sales Cold Caller,Fixed-price,N/A,"Cold Calling
Sales
Scheduling
Lead Generation
Outbound Sales
Telemarketing",N/A
Shopify Product Lister,Hourly: $3-$5,N/A,"Shopify
Product Listings",N/A
Quality Assurance Specialist,Hourly: $5-$13,N/A,"Quality Control
Web Testing
Software QA
Usability Testing
Functional Testing
Software Testing
Performance Testing
Mobile App Testing
Manual Testing
Bug Reports",N/A
Social media expert,Hourly: $8-$25,N/A,"Mobile Advertising
Display Ad
Social Media Management
Social Media Marketing
Social Media Content
Social Media Advertising
Instagram
Facebook
Social Media Content Creation",N/A
Part-Time Virtual Assistant with a Twist: Dive into AI!,Hourly: $8-$20,N/A,"Digital Marketing
Light Project Management
Email Communication
Task Coordination
Virtual Assistance",N/A
Social Media Manager for DigitalMedHub,Hourly: $6-$15,N/A,"Health & Wellness
Facebook Ads Manager
Google Analytics
LinkedIn Campaign Manager
Social Media Management
Social Media Marketing
Social Media Content Creation
Social Media Content
Instagram
Facebook",N/A
Robotic Process Automation Expert,Hourly: $34-$60,N/A,"Robotic Process Automation
Automation
Process Engineering
Python
UiPath
Automation Anywhere",N/A
Cloud Custodian Implementation in AWS & Azure,Fixed-price,N/A,"Cloud Engineering
Cloud Implementation
Cloud Management
Python
Microsoft Azure
Amazon Web Services
Cloud Computing
DevOps
CI/CD
Deployment Automation",N/A
Need Creative Strategist for Social Media Agency,Fixed-price,N/A,"Content Marketing Strategy
Social Media Marketing
Social Media Management
Content Strategy
Marketing Strategy",N/A
Experience Designer (UX) - Part-time,Hourly,N/A,"Figma
Adobe Photoshop
Web Design
User Experience Design
Graphic Design",N/A
Social Media Data Analyst,Hourly,N/A,"Data Analysis
Data Analytics
Data Interpretation",N/A
SAP S/4HANA Specialist,Hourly: $35-$40,N/A,"Implementation
Solution Architecture Consultation
SAP
SAP HANA
ABAP
SAP BASIS
SAP ERP
SAP BusinessOne
SAP Business Warehouse",N/A
Azure Contract Management System,Fixed-price,N/A,"Microsoft Azure
Azure App Service
.NET Framework
ASP.NET MVC",N/A
Rockstar WordPress Dev To Convert Figma File to WP Site,Hourly,N/A,"WordPress
HTML
CSS
JavaScript
HTML5
WordPress Plugin",N/A
"Sr. Business Analyst (Functional Consultant) , Dynamics 365 ERP",Hourly: $10-$15,N/A,"Enterprise Resource Planning
Microsoft Dynamics ERP
Microsoft Dynamics 365
Business Process Modeling
Business Intelligence",N/A
SAP SD/MM Specialist,Hourly: $30-$40,N/A,"SAP
ABAP
SAP ERP
SAP HANA
SAP BASIS
SAP BusinessOne
SAP SD
SAP MM Consultant
SAP Business Warehouse",N/A
Youtube Channel Research,Hourly: $10-$60,N/A,"YouTube Marketing
YouTube
YouTube Development
Topic Research
Social Media Marketing",N/A
Scala Developer_Full-Time(2 PM-11 PM IST),Hourly: $15-$20,N/A,"Scala
Java
Amazon Web Services",N/A
Experienced Developer Wanted for Instagram Mass DM Application,Fixed-price,N/A,"Python
API
Web Development",N/A
Salesforce Marketing Cloud Expert,Hourly: $60-$80,N/A,"Salesforce Marketing Cloud
Salesforce Email Studio",N/A
Facebook Media Buyer,Hourly: $10-$15,N/A,"Facebook
Facebook Advertising
Media Buying",N/A
Salesforce Architect,Hourly: $25-$29,N/A,"Salesforce CRM
Salesforce App Development
Salesforce Sales Cloud
Apex
Salesforce Lightning
Salesforce Service Cloud
Salesforce Marketing Cloud
Visualforce
Customer Relationship Management
CPQ Software",N/A
Dot net,Hourly: $25-$50,N/A,"ASP.NET
.NET Framework
Microsoft SQL Server
ASP.NET MVC
SQL
API
.NET Core
Windows App Development
Visual Basic
C#",N/A
Technical Writer (Backend and Cybersecurity),Hourly: $30-$65,N/A,"Fact-Checking
English
Technical Writing
Technical Documentation
Tech & IT
Information Security
Article Writing",N/A
iOnic Developer for upgrading existing development,Hourly: $20-$30,N/A,"Apache Cordova
Angular
Android Studio
Ionic Framework
Apple Xcode",N/A
ServiceNow SAM/HAM Implementation Specialist Needed,Fixed-price,N/A,"ServiceNow
Asset Management",N/A
Learning Management System Specialist/Consultant at eCom Capital (LMS),Hourly: $10-$25,N/A,"Learning Theory
Curriculum Development
Training & Development
Training Needs Analysis
Ecommerce
Learning Management System
Elearning
Online Instruction",N/A
AI Product Manager at eCom Capital,Hourly: $30-$60,N/A,"Artificial Intelligence
Research & Development
Internet of Things
AI Builder
AI App Development
Product Management
Product Development
Ecommerce Development Consultation
Ecommerce
Product Roadmap
Shopify Development
Facebook Development",N/A
FT Position - Tech Savvy Digital Marketing/SEO Specialist,Hourly,N/A,"SEO Keyword Research
Content SEO
Competitive Analysis
On-Page SEO
SEO Strategy
Ahrefs
SEMrush
WordPress SEO Plugins
Internet Marketing
Search Engine Optimization",N/A
SEO Strategist,Hourly: $10-$25,N/A,"Content SEO
Sales & Marketing
Google Analytics
Google Search Console
Ahrefs
SEO Keyword Research
Search Engine Optimization
SEO Backlinking
SEO Audit
Marketing Audit",N/A
SEO On Page Checker,Hourly: $5-$10,N/A,"SEMrush
Search Engine Optimization
On-Page SEO
SEO Audit
SEM Audit",N/A
Experienced React Native Developer and Vue.js,Fixed-price,N/A,"Vue.js
JavaScript
Amazon Web Services
PHP
React
React Native
Mobile App Development
iOS Development
Android App Development
API Integration
MongoDB
Node.js",N/A
Designer specializing in website builder platforms,Hourly: $35-$50,N/A,"Wireframing
Landing Page
Website
User Flow
Mobile App Design
Usability Testing
Squarespace
WordPress
Webflow
Visual Communication
Figma",N/A
Remote Video and Picture Editor (Part-Time),Hourly: $10-$12,N/A,"Video Editing
Photo Editing
Graphic Design",N/A
SEO - Guest posts for Gold bullion Website,Hourly,N/A,"SEO Backlinking
Off-Page SEO
Search Engine Optimization
SEO Keyword Research
SEO Writing
Content Writing
Article",N/A
Youtube Content and Growth Strategist,Fixed-price,N/A,"Content Planning
Real Estate
Content Strategy
Marketing Strategy
Search Engine Optimization
YouTube Marketing
YouTube
Thumbnail
Social Media Marketing Plan",N/A
Seeking an experienced Laravel & ReactJS developer.,Hourly: $15-$30,N/A,"API Integration
Laravel
JavaScript
React
API
Web Application
PHP",N/A
WordPress expert is need to build a website for a cybersecurity company,Fixed-price,N/A,"WordPress
Web Development
CSS
Web Design
JavaScript
HTML",N/A
Social Media Marketing and Posting,Hourly: $8-$25,N/A,"Social Media Content Creation
Instagram
Facebook
Social Media Marketing
Social Media Management
Social Media Content
Social Media Advertising
Instagram Story
Content Writing",N/A
Social Media Superstar (Independent Contractor),Hourly: $30-$60,N/A,"Facebook
Instagram
Social Media Management
Social Media Content Creation
Social Media Content
Instagram Story
Content Writing
Email Communication
Social Media Imagery
Customer Support",N/A
Extend mutool (mupdf) to preserve hyperlinks when converting pdf to html,Fixed-price,N/A,C,N/A
SEO Content Creation Specialist,Hourly: $15-$80,N/A,"Content Creation
Content Planning
WordPress
Ahrefs
Travel & Hospitality
Search Engine Optimization
SEO Keyword Research
Content Writing
SEO Writing
On-Page SEO",N/A
Cold Calling,Hourly: $5-$8,N/A,"Cold Calling
Scheduling
Telemarketing
Sales
Lead Generation
Phone Communication
Outbound Sales",N/A
Voice Over Artist,Fixed-price,N/A,"Female
Male
US English Dialect
Middle-Aged Adult
Voice-Over",N/A
Supplement Ad Conversion Expert (FB),Hourly,N/A,"Native Advertising
Health & Wellness
Facebook Advertising
Conversion Rate Optimization
Retargeting
Pay Per Click Advertising
Social Media Marketing",N/A
Scriptwriter for YouTube tech channel,Fixed-price,N/A,"Elearning Video
Explainer Video
Content Writing
Scriptwriting
Article Writing
English",N/A
Xamarin App Developer,Fixed-price,N/A,"Xamarin
iOS
Smartphone
Mobile App Development
Android
Android App Development
iOS Development",N/A
Youtube Channel Manager,Hourly: $8-$15,N/A,"YouTube Marketing
Video Editing
YouTube SEO",N/A
Job Title: Ambient Art Graphic Designer (Preferebly Watercolor Sequel and Animation Specialist),Fixed-price,N/A,"Adobe Illustrator
Graphic Design
Adobe Photoshop
Illustration
Adobe InDesign
Logo Design
Photo Editing
2D Animation",N/A
Expert to create technical challenges on Embedded C and AUTOSAR,Hourly,N/A,"Embedded C
C
Embedded System",N/A
Media Kit for Rental Housing Company,Fixed-price,N/A,"Adobe Illustrator
Adobe Photoshop
Adobe InDesign
Real Estate
Color Palette
Typography
Layout Design
Graphic Design
Adobe Creative Cloud
Branding",N/A
Remote Support Specialist,Hourly: $4-$6,N/A,"Freshdesk
Zoho CRM
Technical Support
Customer Support
Online Chat Support
Customer Service
Email Communication
Product Knowledge
Ticketing System",N/A
Social Media Marketing,Hourly: $6-$50,N/A,"Facebook
Social Media Marketing
Social Media Management
Marketing Strategy
Pinterest
Instagram Story
Facebook Advertising
Internet Marketing
Social Media Content Creation",N/A
Social Media Marketing Agency,Fixed-price,N/A,"Facebook
Instagram
Social Media Marketing
Social Media Management
Website
TikTok Marketing
Instagram Reels
Social Media Content
Social Media Advertising
Marketing Strategy
Facebook Advertising
Ecommerce Website",N/A
Native English Speaking Legal Copywriter,Fixed-price,N/A,"English
Copywriting
SEO Writing",N/A
Content Creator of Healthy Gaming,Hourly: $5-$35,N/A,"Case Studies
Gaming
Public Health
Health & Wellness
Video Game Writing
Content Writing
English
Video Ad",N/A
React Js,Hourly: $10-$12,N/A,"JavaScript
Redux
Flux
HTML5
CSS",N/A
Social Media Content Creator,Hourly: $8-$15,N/A,"Social Media Marketing
Social Media Content
Social Media Management
Social Media Content Creation
Content Strategy
Content Writing",N/A
Short Form Editor,Hourly: $5-$15,N/A,"English
Video Editing",N/A
Google and Facebook Ads Specialist,Hourly: $10-$20,N/A,"Google Ads
Pay Per Click Advertising
Facebook Ads Manager
Google Analytics
Conversion Rate Optimization",N/A
Looking for Philippino Veterinarian Open To Full-Time Work,Hourly: $5-$10,N/A,"Content SEO
English
Veterinary Medicine
Customer Support",N/A
Digital Marketing,Hourly: $20-$60,N/A,"Real Estate
Sales & Marketing
Campaign Optimization
Internet Marketing
Campaign Management
Social Media Marketing
Marketing Strategy",N/A
Recruiter,Hourly: $4-$6,N/A,"Boolean Search
Recruiting
Candidate Sourcing",N/A
Content creator,Hourly: $5-$20,N/A,"Copywriting
Content Writing
Search Engine Optimization
Blog Content
Article
About Us Page",N/A
3D Modeling & Rendering,Fixed-price,N/A,"Industrial Product
Autodesk 3ds Max
Maxon Cinema 4D
3D Modeling
3D Rendering
3D Design",N/A
Microsoft Outlook Email Automation and Clickup Workflow Specialist,Fixed-price,N/A,"Microsoft Outlook
Office 365
Automation
Microsoft Power Automate
Business Process Automation
ClickUp
Email Automation",N/A
Mobile Developer using (Dart/Flutter) and Native (Swift/Kotlin) for a Messaging Chat App,Hourly: $10-$15,N/A,"iOS
Flutter
Swift
Kotlin
Mobile App Development
Android",N/A
Social Media Marketing - Media Buyer,Fixed-price,N/A,"Health & Wellness
Sports & Recreation
Facebook Ads Manager
Facebook Advertising
Campaign Management
Retargeting
Content Writing
Campaign Optimization
Social Media Advertising
Facebook
Instagram",N/A
Expert Next JS developers,Fixed-price,N/A,"Front-End Development
Responsive Design
SCSS
React
CSS
HTML
TypeScript
Next.js
JavaScript
Web Development",N/A
Experienced Social Media Content Manager,Hourly: $5-$30,N/A,"Content Creation
Social Media Management
Social Media Marketing
Instagram
Social Media Content
Marketing Strategy
Social Media Content Creation
Facebook
Content Writing
Content Strategy",N/A
Crypto trade business developer,Hourly: $15-$18,N/A,"Cryptocurrency
Business Development
Sales",N/A
Create a company brochure,Fixed-price,N/A,"Travel & Hospitality
Tech & IT
Brochure
Graphic Design",N/A
Automated api for website/social media,Hourly,N/A,"API Integration
API
WordPress
Python
Amazon Web Services
API Development
Automation
JavaScript
Web Development
Bot Development",N/A
Bitcoin payment gateway for Zoho,Hourly: $25-$50,N/A,"Bitcoin
API
Zoho Books
Zoho Platform
API Development",N/A
Backlink Expert Needed for Off-Site SEO Strategy,Fixed-price,N/A,"SEO Backlinking
Search Engine Optimization
Off-Page SEO
SEO Audit
On-Page SEO
SEO Performance
SEO Keyword Research",N/A
Silicon/Rubber Mold Designer and 3D Modeler,Hourly,N/A,"3D Design
Printable 3D Models
Product Design",N/A
Creative writer to interview and create executive summary on my company for interested investors,Hourly: $65-$110,N/A,"English
Content Writing
Executive Summary",N/A
AWS Server Expert (3-Month Engagement) with Potential for Full-Time Role,Hourly: $10-$18,N/A,"CentOS
Linux
System Monitoring
Amazon Web Services
Amazon S3
Network Security
Network Administration
System Administration
Linux System Administration
AWS CloudFront",N/A
Copywriter & Marketing,Hourly: $10-$30,N/A,"Sales & Marketing Collateral
Copywriting
Content Writing
Creative Writing",N/A
ChatDev Software Developer Expert,Hourly: $25-$50,N/A,"API Integration
Database Development
Google Analytics
API",N/A
App Creator for Website Conversion,Hourly,N/A,Web Development,N/A
Build a website with whatsapp chat option,Fixed-price,N/A,"WordPress
Web Development
Web Design
JavaScript
PHP
HTML5
CSS",N/A
Social Media Manager & Content Creator,Hourly,N/A,"Social Media Content Creation
Facebook
English
Instagram
Social Media Management",N/A
